isc_event_id,time_utc,latitude,longitude,depth_km,author,catalog,contributor,contributor_id,mag_type,magnitude,mag_author,place,event_type,id,source,status,net,nst,dmin,rms,gap,updated_utc,url,type
3625539,2001-03-20 18:12:09.700000+00:00,23.39,70.361,22.9,NDI,NDI,NDI,4495190,ML,3.5,NDI,Southern India,earthquake,isc_3625539,isc,,,,,,,,,
3625547,2001-03-21 07:33:23.400000+00:00,23.888,70.144,15.0,NDI,NDI,NDI,4495196,ML,3.1,NDI,Southern India,earthquake,isc_3625547,isc,,,,,,,,,
3625549,2001-03-21 10:33:54.600000+00:00,23.491,70.329,22.2,NDI,NDI,NDI,4495197,ML,2.9,NDI,Southern India,earthquake,isc_3625549,isc,,,,,,,,,
3625551,2001-03-21 13:00:06.600000+00:00,23.762,70.268,20.7,NDI,NDI,NDI,4495198,ML,3.0,NDI,Southern India,earthquake,isc_3625551,isc,,,,,,,,,
3625557,2001-03-21 19:39:15+00:00,23.493,70.127,33.0,NDI,NDI,NDI,4495201,ML,3.1,NDI,Southern India,earthquake,isc_3625557,isc,,,,,,,,,
3625563,2001-03-22 08:42:42+00:00,23.548,70.404,15.0,NDI,NDI,NDI,4495205,ML,3.0,NDI,Southern India,earthquake,isc_3625563,isc,,,,,,,,,
3625565,2001-03-22 09:57:05+00:00,23.42,70.039,5.0,NDI,NDI,NDI,4495206,ML,3.6,NDI,Southern India,earthquake,isc_3625565,isc,,,,,,,,,
3625582,2001-03-23 09:06:07.300000+00:00,23.668,70.381,25.0,NDI,NDI,NDI,4495217,ML,3.0,NDI,Southern India,earthquake,isc_3625582,isc,,,,,,,,,
3625584,2001-03-23 10:01:25.100000+00:00,23.545,70.063,2.0,NDI,NDI,NDI,4495218,ML,3.8,NDI,Southern India,earthquake,isc_3625584,isc,,,,,,,,,
3625591,2001-03-23 20:10:56+00:00,23.081,70.288,33.0,NDI,NDI,NDI,4495224,ML,3.0,NDI,Southern India,earthquake,isc_3625591,isc,,,,,,,,,
2939104,2001-03-24 01:13:49.099000+00:00,23.4238,70.5422,15.0,ISC,ISC,ISC,4583656,mb,3.94,ISC,Southern India,earthquake,isc_2939104,isc,,,,,,,,,
3625600,2001-03-24 08:22:33.300000+00:00,23.436,70.243,8.2,NDI,NDI,NDI,4495234,ML,3.9,NDI,Southern India,earthquake,isc_3625600,isc,,,,,,,,,
3625602,2001-03-24 12:29:21.500000+00:00,23.198,70.215,15.0,NDI,NDI,NDI,4495235,ML,3.3,NDI,Southern India,earthquake,isc_3625602,isc,,,,,,,,,
3625608,2001-03-25 00:05:40.500000+00:00,23.536,70.224,15.0,NDI,NDI,NDI,4495240,ML,3.4,NDI,Southern India,earthquake,isc_3625608,isc,,,,,,,,,
3625610,2001-03-25 01:51:23+00:00,23.44,70.134,15.0,NDI,NDI,NDI,4495241,ML,3.4,NDI,Southern India,earthquake,isc_3625610,isc,,,,,,,,,
3625615,2001-03-25 06:13:05+00:00,23.294,70.224,33.0,NDI,NDI,NDI,4495244,ML,3.0,NDI,Southern India,earthquake,isc_3625615,isc,,,,,,,,,
3625624,2001-03-25 10:35:58.600000+00:00,23.75,70.221,15.0,NDI,NDI,NDI,4495250,ML,3.3,NDI,Southern India,earthquake,isc_3625624,isc,,,,,,,,,
3625628,2001-03-25 20:38:28.500000+00:00,23.767,70.127,33.0,NDI,NDI,NDI,4495252,ML,3.0,NDI,Southern India,earthquake,isc_3625628,isc,,,,,,,,,
3625635,2001-03-26 11:48:11.500000+00:00,23.376,70.441,7.5,NDI,NDI,NDI,4495256,ML,3.1,NDI,Southern India,earthquake,isc_3625635,isc,,,,,,,,,
3625638,2001-03-26 14:59:32.100000+00:00,23.144,70.141,15.0,NDI,NDI,NDI,4495259,MD,3.1,NDI,Southern India,earthquake,isc_3625638,isc,,,,,,,,,
3625640,2001-03-26 16:15:30.500000+00:00,23.277,70.336,30.4,NDI,NDI,NDI,4495260,ML,3.5,NDI,Southern India,earthquake,isc_3625640,isc,,,,,,,,,
3625646,2001-03-26 19:13:38.900000+00:00,23.579,70.268,17.8,NDI,NDI,NDI,4495263,ML,3.3,NDI,Southern India,earthquake,isc_3625646,isc,,,,,,,,,
3625650,2001-03-26 22:03:38.200000+00:00,23.426,70.639,15.0,NDI,NDI,NDI,4495265,ML,3.2,NDI,Southern India,earthquake,isc_3625650,isc,,,,,,,,,
3625652,2001-03-27 00:57:41.200000+00:00,23.546,70.497,17.0,NDI,NDI,NDI,4495266,ML,3.5,NDI,Southern India,earthquake,isc_3625652,isc,,,,,,,,,
3625655,2001-03-27 13:08:29.900000+00:00,23.331,70.218,15.0,NDI,NDI,NDI,4495269,ML,2.7,NDI,Southern India,earthquake,isc_3625655,isc,,,,,,,,,
3625659,2001-03-27 19:24:59.400000+00:00,23.285,70.454,15.0,NDI,NDI,NDI,4495271,ML,3.2,NDI,Southern India,earthquake,isc_3625659,isc,,,,,,,,,
3625661,2001-03-27 20:38:06.100000+00:00,23.603,70.175,15.0,NDI,NDI,NDI,4495272,ML,3.3,NDI,Southern India,earthquake,isc_3625661,isc,,,,,,,,,
3625665,2001-03-27 22:23:21+00:00,23.502,70.319,15.0,NDI,NDI,NDI,4495274,ML,3.1,NDI,Southern India,earthquake,isc_3625665,isc,,,,,,,,,
3625667,2001-03-28 00:49:07+00:00,23.652,70.021,15.0,NDI,NDI,NDI,4495275,MD,3.5,NDI,Southern India,earthquake,isc_3625667,isc,,,,,,,,,
3625669,2001-03-28 03:19:13+00:00,23.517,70.254,33.0,NDI,NDI,NDI,4495276,ML,3.1,NDI,Southern India,earthquake,isc_3625669,isc,,,,,,,,,
3625678,2001-03-28 18:49:50.900000+00:00,23.458,70.351,15.0,NDI,NDI,NDI,4495284,ML,3.5,NDI,Southern India,earthquake,isc_3625678,isc,,,,,,,,,
3625686,2001-03-29 00:16:09+00:00,23.656,70.236,15.0,NDI,NDI,NDI,4495288,ML,3.2,NDI,Southern India,earthquake,isc_3625686,isc,,,,,,,,,
3625698,2001-03-30 13:47:59.500000+00:00,23.739,71.037,15.0,NDI,NDI,NDI,4495305,ML,3.1,NDI,Southern India,earthquake,isc_3625698,isc,,,,,,,,,
3625704,2001-03-31 00:40:21+00:00,23.945,70.109,15.0,NDI,NDI,NDI,4495310,ML,3.2,NDI,Southern India,earthquake,isc_3625704,isc,,,,,,,,,
3625713,2001-03-31 17:51:31+00:00,23.027,70.862,15.0,NDI,NDI,NDI,4495316,ML,2.8,NDI,Southern India,earthquake,isc_3625713,isc,,,,,,,,,
3625717,2001-03-31 21:04:03.600000+00:00,23.584,70.323,15.0,NDI,NDI,NDI,4495319,ML,3.2,NDI,Southern India,earthquake,isc_3625717,isc,,,,,,,,,
3625721,2001-03-31 22:59:51.300000+00:00,23.394,70.125,15.0,NDI,NDI,NDI,4495321,ML,3.3,NDI,Southern India,earthquake,isc_3625721,isc,,,,,,,,,
3660900,2001-04-01 00:17:04.900000+00:00,23.496,70.319,15.0,NDI,NDI,NDI,4532299,ML,3.4,NDI,Southern India,earthquake,isc_3660900,isc,,,,,,,,,
2044759,2001-04-01 08:56:52.493000+00:00,23.4474,70.6414,19.6,ISC,ISC,ISC,4610437,mb,4.32,ISC,Southern India,earthquake,isc_2044759,isc,,,,,,,,,
3660909,2001-04-02 03:56:46.100000+00:00,23.279,70.17,14.0,NDI,NDI,NDI,4532309,ML,3.4,NDI,Southern India,earthquake,isc_3660909,isc,,,,,,,,,
3660912,2001-04-02 08:26:51.100000+00:00,23.105,70.332,15.0,NDI,NDI,NDI,4532311,ML,3.0,NDI,Southern India,earthquake,isc_3660912,isc,,,,,,,,,
3660916,2001-04-02 10:49:18.700000+00:00,23.762,70.151,26.0,NDI,NDI,NDI,4532313,ML,3.2,NDI,Southern India,earthquake,isc_3660916,isc,,,,,,,,,
3660922,2001-04-02 18:22:44.100000+00:00,23.408,70.011,10.0,NDI,NDI,NDI,4532316,ML,3.4,NDI,Southern India,earthquake,isc_3660922,isc,,,,,,,,,
3660929,2001-04-03 02:54:50.400000+00:00,23.429,70.306,14.8,NDI,NDI,NDI,4532324,ML,3.6,NDI,Southern India,earthquake,isc_3660929,isc,,,,,,,,,
3660933,2001-04-03 07:55:41.900000+00:00,23.492,70.411,41.8,NDI,NDI,NDI,4532326,ML,3.5,NDI,Southern India,earthquake,isc_3660933,isc,,,,,,,,,
3660940,2001-04-03 15:27:46.100000+00:00,23.345,70.578,15.0,NDI,NDI,NDI,4532339,ML,2.6,NDI,Southern India,earthquake,isc_3660940,isc,,,,,,,,,
3660945,2001-04-03 19:57:20.900000+00:00,23.369,70.123,38.7,NDI,NDI,NDI,4532342,ML,3.2,NDI,Southern India,earthquake,isc_3660945,isc,,,,,,,,,
3660947,2001-04-03 21:03:54.900000+00:00,23.381,70.485,15.0,NDI,NDI,NDI,4532343,ML,2.7,NDI,Southern India,earthquake,isc_3660947,isc,,,,,,,,,
3660950,2001-04-03 22:05:29.400000+00:00,23.339,70.447,5.6,NDI,NDI,NDI,4532345,ML,2.3,NDI,Southern India,earthquake,isc_3660950,isc,,,,,,,,,
3660973,2001-04-04 20:17:42.600000+00:00,23.45,70.408,15.0,NDI,NDI,NDI,4532362,ML,2.7,NDI,Southern India,earthquake,isc_3660973,isc,,,,,,,,,
3660992,2001-04-06 03:29:12.700000+00:00,23.335,70.294,15.0,NDI,NDI,NDI,4532374,ML,3.5,NDI,Southern India,earthquake,isc_3660992,isc,,,,,,,,,
3661003,2001-04-07 01:42:55.700000+00:00,23.528,70.476,15.0,NDI,NDI,NDI,4532383,ML,3.2,NDI,Southern India,earthquake,isc_3661003,isc,,,,,,,,,
3661008,2001-04-07 04:51:16.800000+00:00,23.477,70.474,25.2,NDI,NDI,NDI,4532386,ML,3.6,NDI,Southern India,earthquake,isc_3661008,isc,,,,,,,,,
3661025,2001-04-07 17:22:55+00:00,23.707,70.188,5.0,NDI,NDI,NDI,4532395,ML,3.4,NDI,Southern India,earthquake,isc_3661025,isc,,,,,,,,,
3661040,2001-04-08 12:15:30.100000+00:00,23.393,70.196,6.9,NDI,NDI,NDI,4532404,ML,4.1,NDI,Southern India,earthquake,isc_3661040,isc,,,,,,,,,
3661042,2001-04-08 12:38:32+00:00,23.408,70.324,12.6,NDI,NDI,NDI,4532405,ML,3.8,NDI,Southern India,earthquake,isc_3661042,isc,,,,,,,,,
3661063,2001-04-10 13:34:42.900000+00:00,23.311,70.613,15.0,NDI,NDI,NDI,4532427,ML,3.2,NDI,Southern India,earthquake,isc_3661063,isc,,,,,,,,,
3018841,2001-04-11 01:17:59.571000+00:00,23.5878,70.5391,15.0,ISC,ISC,ISC,4611460,mb,4.33,ISC,Southern India,earthquake,isc_3018841,isc,,,,,,,,,
3661083,2001-04-12 09:38:15.800000+00:00,23.508,70.136,5.0,NDI,NDI,NDI,4532444,ML,3.7,NDI,Southern India,earthquake,isc_3661083,isc,,,,,,,,,
2972787,2001-04-12 17:24:29.337000+00:00,23.4239,70.6095,15.0,ISC,ISC,ISC,4611663,MW,4.0,NDI,Southern India,earthquake,isc_2972787,isc,,,,,,,,,
3019313,2001-04-15 12:18:20.813000+00:00,23.5677,70.4398,15.0,ISC,ISC,ISC,4611944,mb,3.89,ISC,Southern India,earthquake,isc_3019313,isc,,,,,,,,,
3661134,2001-04-16 08:13:19.400000+00:00,23.206,70.219,15.0,NDI,NDI,NDI,4532491,ML,3.0,NDI,Southern India,earthquake,isc_3661134,isc,,,,,,,,,
2045659,2001-04-16 14:26:02.784000+00:00,23.6089,70.2992,15.0,ISC,ISC,ISC,4612055,mb,3.9,ISC,Southern India,earthquake,isc_2045659,isc,,,,,,,,,
3019524,2001-04-17 11:29:53.278000+00:00,23.5261,70.6549,16.1,ISC,ISC,ISC,4612133,mb,3.98,ISC,Southern India,earthquake,isc_3019524,isc,,,,,,,,,
3661153,2001-04-17 12:41:39.800000+00:00,23.732,70.384,15.0,NDI,NDI,NDI,4532513,ML,3.2,NDI,Southern India,earthquake,isc_3661153,isc,,,,,,,,,
3661155,2001-04-17 13:11:41.600000+00:00,23.351,70.254,33.0,NDI,NDI,NDI,4532514,ML,3.5,NDI,Southern India,earthquake,isc_3661155,isc,,,,,,,,,
3661159,2001-04-17 18:18:24.600000+00:00,23.564,70.34,15.0,NDI,NDI,NDI,4532516,ML,3.2,NDI,Southern India,earthquake,isc_3661159,isc,,,,,,,,,
3276351,2001-04-21 01:22:20.863000+00:00,23.2562,70.2973,10.0,ISC,ISC,ISC,4612507,mb,3.89,ISC,Southern India,earthquake,isc_3276351,isc,,,,,,,,,
3661213,2001-04-21 01:43:13.800000+00:00,23.192,70.257,15.0,NDI,NDI,NDI,4532563,MW,3.7,NDI,Southern India,earthquake,isc_3661213,isc,,,,,,,,,
3661229,2001-04-23 05:44:13.300000+00:00,22.997,70.305,20.4,NDI,NDI,NDI,4532577,ML,3.5,NDI,Southern India,earthquake,isc_3661229,isc,,,,,,,,,
3661233,2001-04-23 07:40:38.200000+00:00,23.423,70.227,15.0,NDI,NDI,NDI,4532579,ML,3.3,NDI,Southern India,earthquake,isc_3661233,isc,,,,,,,,,
2973031,2001-04-24 06:05:46.413000+00:00,23.3783,70.4305,12.3,ISC,ISC,ISC,4612774,mb,3.88,ISC,Southern India,earthquake,isc_2973031,isc,,,,,,,,,
1885050,2001-04-26 09:00:25.577000+00:00,23.4756,70.6195,15.0,ISC,ISC,ISC,4612947,mb,4.17,ISC,Southern India,earthquake,isc_1885050,isc,,,,,,,,,
3661281,2001-04-26 21:17:11.500000+00:00,23.66,70.091,35.8,NDI,NDI,NDI,4532617,ML,3.7,NDI,Southern India,earthquake,isc_3661281,isc,,,,,,,,,
3277179,2001-04-28 11:23:56.694000+00:00,23.2028,70.0217,26.0,ISC,ISC,ISC,4613138,mb,3.74,ISC,Southern India,earthquake,isc_3277179,isc,,,,,,,,,
3661304,2001-04-28 23:33:09.600000+00:00,23.501,70.064,20.3,NDI,NDI,NDI,4532639,ML,3.1,NDI,Southern India,earthquake,isc_3661304,isc,,,,,,,,,
3715885,2001-05-01 03:44:29.300000+00:00,23.408,70.183,7.1,NDI,NDI,NDI,4579959,ML,3.6,NDI,Southern India,earthquake,isc_3715885,isc,,,,,,,,,
3715889,2001-05-01 19:03:21.600000+00:00,23.558,70.121,20.3,NDI,NDI,NDI,4579962,ML,3.3,NDI,Southern India,earthquake,isc_3715889,isc,,,,,,,,,
3715913,2001-05-05 02:26:59.600000+00:00,23.521,70.186,5.0,NDI,NDI,NDI,4579983,ML,3.2,NDI,Southern India,earthquake,isc_3715913,isc,,,,,,,,,
1893263,2001-05-06 07:42:32.793000+00:00,23.4129,70.3174,15.0,ISC,ISC,ISC,4658643,mb,4.16,ISC,Southern India,earthquake,isc_1893263,isc,,,,,,,,,
1893279,2001-05-06 22:58:54.001000+00:00,23.5648,70.0861,15.0,ISC,ISC,ISC,4658683,MW,4.7,NDI,Southern India,earthquake,isc_1893279,isc,,,,,,,,,
3150648,2001-05-07 16:44:07.774000+00:00,23.1156,70.0475,26.0,ISC,ISC,ISC,4658751,mb,3.8,ISC,Southern India,earthquake,isc_3150648,isc,,,,,,,,,
3715938,2001-05-08 12:04:56+00:00,23.0,70.653,15.0,NDI,NDI,NDI,4580012,MD,3.2,NDI,Southern India,earthquake,isc_3715938,isc,,,,,,,,,
3715959,2001-05-09 13:00:58.300000+00:00,23.584,70.266,5.0,NDI,NDI,NDI,4580023,ML,3.0,NDI,Southern India,earthquake,isc_3715959,isc,,,,,,,,,
1907922,2001-05-13 04:05:42.660000+00:00,23.3369,70.4231,15.0,ISC,ISC,ISC,4659287,MW,4.3,NDI,Southern India,earthquake,isc_1907922,isc,,,,,,,,,
3716008,2001-05-13 11:30:14.600000+00:00,23.532,70.122,14.3,NDI,NDI,NDI,4580063,ML,3.5,NDI,Southern India,earthquake,isc_3716008,isc,,,,,,,,,
3716010,2001-05-13 22:51:11.600000+00:00,23.454,70.049,5.0,NDI,NDI,NDI,4580064,ML,3.1,NDI,Southern India,earthquake,isc_3716010,isc,,,,,,,,,
3716017,2001-05-15 09:24:39.500000+00:00,23.28,70.168,11.3,NDI,NDI,NDI,4580069,ML,3.3,NDI,Southern India,earthquake,isc_3716017,isc,,,,,,,,,
3716023,2001-05-15 17:48:11.600000+00:00,23.561,70.064,19.7,NDI,NDI,NDI,4580080,ML,3.2,NDI,Southern India,earthquake,isc_3716023,isc,,,,,,,,,
3716029,2001-05-16 10:06:25.800000+00:00,23.473,70.097,10.9,NDI,NDI,NDI,4580085,ML,3.0,NDI,Southern India,earthquake,isc_3716029,isc,,,,,,,,,
3151558,2001-05-17 12:26:03.082000+00:00,23.4882,70.0991,15.0,ISC,ISC,ISC,4659652,mb,3.78,ISC,Southern India,earthquake,isc_3151558,isc,,,,,,,,,
3716040,2001-05-17 13:15:08.500000+00:00,23.562,70.268,25.0,NDI,NDI,NDI,4580095,ML,3.8,NDI,Southern India,earthquake,isc_3716040,isc,,,,,,,,,
3716043,2001-05-17 21:49:43.900000+00:00,23.42,70.038,17.6,NDI,NDI,NDI,4580098,MD,3.0,NDI,Southern India,earthquake,isc_3716043,isc,,,,,,,,,
3716052,2001-05-18 20:38:03.800000+00:00,23.594,70.434,21.4,NDI,NDI,NDI,4580104,ML,3.1,NDI,Southern India,earthquake,isc_3716052,isc,,,,,,,,,
3716078,2001-05-22 16:43:03.400000+00:00,23.011,70.269,15.0,NDI,NDI,NDI,4580125,MD,3.0,NDI,Southern India,earthquake,isc_3716078,isc,,,,,,,,,
3716106,2001-05-25 16:45:16.800000+00:00,23.227,70.178,15.0,NDI,NDI,NDI,4580153,MD,3.2,NDI,Southern India,earthquake,isc_3716106,isc,,,,,,,,,
3716110,2001-05-26 02:32:11.100000+00:00,23.534,70.253,15.0,NDI,NDI,NDI,4580155,MD,3.1,NDI,Southern India,earthquake,isc_3716110,isc,,,,,,,,,
3716119,2001-05-27 10:19:02.900000+00:00,23.437,70.073,15.3,NDI,NDI,NDI,4580167,MD,3.8,NDI,Southern India,earthquake,isc_3716119,isc,,,,,,,,,
3716128,2001-05-29 00:43:21+00:00,23.609,70.324,15.0,NDI,NDI,NDI,4580173,MD,3.1,NDI,Southern India,earthquake,isc_3716128,isc,,,,,,,,,
3716137,2001-05-29 14:35:02.600000+00:00,23.313,70.444,15.0,NDI,NDI,NDI,4580179,MD,3.0,NDI,Southern India,earthquake,isc_3716137,isc,,,,,,,,,
3736316,2001-06-01 15:08:27.400000+00:00,23.262,70.91,20.4,NDI,NDI,NDI,4602632,ML,2.7,NDI,Southern India,earthquake,isc_3736316,isc,,,,,,,,,
3736339,2001-06-03 07:09:40.900000+00:00,23.387,70.377,15.0,NDI,NDI,NDI,4602653,ML,3.0,NDI,Southern India,earthquake,isc_3736339,isc,,,,,,,,,
3736341,2001-06-03 11:49:20.700000+00:00,23.082,70.459,15.0,NDI,NDI,NDI,4602654,ML,3.1,NDI,Southern India,earthquake,isc_3736341,isc,,,,,,,,,
3736351,2001-06-04 14:39:03.800000+00:00,23.514,70.202,15.0,NDI,NDI,NDI,4602662,MD,3.2,NDI,Southern India,earthquake,isc_3736351,isc,,,,,,,,,
3736357,2001-06-05 01:15:14.800000+00:00,23.455,70.141,5.0,NDI,NDI,NDI,4602667,ML,3.3,NDI,Southern India,earthquake,isc_3736357,isc,,,,,,,,,
3321491,2001-06-06 06:18:54.494000+00:00,23.1368,70.4949,20.0,ISC,ISC,ISC,4733887,MS,3.28,ISC,Southern India,earthquake,isc_3321491,isc,,,,,,,,,
3736369,2001-06-06 10:35:30.700000+00:00,23.434,70.169,8.1,NDI,NDI,NDI,4602677,ML,3.3,NDI,Southern India,earthquake,isc_3736369,isc,,,,,,,,,
3736371,2001-06-06 12:24:59.800000+00:00,23.081,70.219,19.2,NDI,NDI,NDI,4602678,ML,3.4,NDI,Southern India,earthquake,isc_3736371,isc,,,,,,,,,
3736377,2001-06-07 12:59:04.700000+00:00,23.482,70.144,5.1,NDI,NDI,NDI,4602683,ML,3.3,NDI,Southern India,earthquake,isc_3736377,isc,,,,,,,,,
3736396,2001-06-10 03:56:31.900000+00:00,23.092,70.371,5.0,NDI,NDI,NDI,4602698,ML,3.2,NDI,Southern India,earthquake,isc_3736396,isc,,,,,,,,,
3736398,2001-06-10 05:07:27.100000+00:00,23.034,70.006,38.7,NDI,NDI,NDI,4602699,ML,3.2,NDI,Southern India,earthquake,isc_3736398,isc,,,,,,,,,
3736402,2001-06-10 06:13:59.100000+00:00,23.452,70.221,12.4,NDI,NDI,NDI,4602701,ML,3.2,NDI,Southern India,earthquake,isc_3736402,isc,,,,,,,,,
3736405,2001-06-10 12:09:45.600000+00:00,23.312,70.458,5.0,NDI,NDI,NDI,4602703,MW,4.0,NDI,Southern India,earthquake,isc_3736405,isc,,,,,,,,,
3736412,2001-06-11 01:32:42.400000+00:00,23.445,70.23,15.0,NDI,NDI,NDI,4602709,ML,3.9,NDI,Southern India,earthquake,isc_3736412,isc,,,,,,,,,
3736441,2001-06-14 17:40:44.100000+00:00,23.458,70.141,10.7,NDI,NDI,NDI,4602741,ML,3.2,NDI,Southern India,earthquake,isc_3736441,isc,,,,,,,,,
3736443,2001-06-14 19:44:09+00:00,23.587,70.42,7.1,NDI,NDI,NDI,4602742,ML,3.2,NDI,Southern India,earthquake,isc_3736443,isc,,,,,,,,,
3736465,2001-06-17 12:14:44.100000+00:00,23.831,70.159,20.0,NDI,NDI,NDI,4602760,ML,3.1,NDI,Southern India,earthquake,isc_3736465,isc,,,,,,,,,
2056479,2001-06-17 16:02:29.893000+00:00,23.6431,70.2849,15.0,ISC,ISC,ISC,4734884,MS,3.98,ISC,Southern India,earthquake,isc_2056479,isc,,,,,,,,,
3736482,2001-06-19 19:14:28.600000+00:00,23.494,70.265,15.0,NDI,NDI,NDI,4602779,ML,3.9,NDI,Southern India,earthquake,isc_3736482,isc,,,,,,,,,
3736484,2001-06-19 20:37:22.100000+00:00,23.469,70.338,15.0,NDI,NDI,NDI,4602780,ML,3.2,NDI,Southern India,earthquake,isc_3736484,isc,,,,,,,,,
3736488,2001-06-20 02:40:51+00:00,23.634,70.018,15.0,NDI,NDI,NDI,4602783,ML,3.2,NDI,Southern India,earthquake,isc_3736488,isc,,,,,,,,,
3736491,2001-06-20 07:31:13.900000+00:00,23.78,70.225,15.0,NDI,NDI,NDI,4602786,ML,3.1,NDI,Southern India,earthquake,isc_3736491,isc,,,,,,,,,
3736495,2001-06-20 12:05:35.900000+00:00,23.418,70.527,15.0,NDI,NDI,NDI,4602790,ML,3.2,NDI,Southern India,earthquake,isc_3736495,isc,,,,,,,,,
3736498,2001-06-20 16:45:29.900000+00:00,23.567,70.009,33.0,NDI,NDI,NDI,4602793,ML,3.3,NDI,Southern India,earthquake,isc_3736498,isc,,,,,,,,,
3736504,2001-06-20 21:41:53.300000+00:00,23.45,70.087,15.0,NDI,NDI,NDI,4602798,ML,3.2,NDI,Southern India,earthquake,isc_3736504,isc,,,,,,,,,
3736513,2001-06-21 09:08:22.300000+00:00,23.467,70.224,5.0,NDI,NDI,NDI,4602803,ML,2.9,NDI,Southern India,earthquake,isc_3736513,isc,,,,,,,,,
1969608,2001-06-21 14:19:23.249000+00:00,23.0342,69.7264,16.4,ISC,ISC,ISC,4735195,mb,4.2,ISC,Southern India,earthquake,isc_1969608,isc,,,,,,,,,
3736519,2001-06-21 20:16:21.100000+00:00,23.273,70.334,10.0,NDI,NDI,NDI,4602809,ML,2.9,NDI,Southern India,earthquake,isc_3736519,isc,,,,,,,,,
3736521,2001-06-22 16:25:49.600000+00:00,23.596,70.464,15.0,NDI,NDI,NDI,4602810,ML,3.1,NDI,Southern India,earthquake,isc_3736521,isc,,,,,,,,,
3323037,2001-06-23 02:58:53.653000+00:00,23.4298,69.9639,15.0,ISC,ISC,ISC,4735317,mb,4.08,ISC,Southern India,earthquake,isc_3323037,isc,,,,,,,,,
3707240,2001-06-24 20:13:01.100000+00:00,23.399,70.289,8.7,NDI,NDI,NDI,4602837,ML,3.9,NDI,Southern India,earthquake,isc_3707240,isc,,,,,,,,,
3736551,2001-06-24 21:04:58.800000+00:00,23.442,70.437,5.0,NDI,NDI,NDI,4602838,ML,3.4,NDI,Southern India,earthquake,isc_3736551,isc,,,,,,,,,
3736556,2001-06-25 16:14:21.500000+00:00,23.459,70.353,15.0,NDI,NDI,NDI,4602842,ML,2.9,NDI,Southern India,earthquake,isc_3736556,isc,,,,,,,,,
3736558,2001-06-25 18:24:43.100000+00:00,23.388,70.47,15.0,NDI,NDI,NDI,4602843,ML,2.9,NDI,Southern India,earthquake,isc_3736558,isc,,,,,,,,,
3736563,2001-06-25 23:53:39.200000+00:00,23.558,70.32,15.0,NDI,NDI,NDI,4602848,ML,3.1,NDI,Southern India,earthquake,isc_3736563,isc,,,,,,,,,
3736593,2001-06-29 22:43:34+00:00,23.126,70.015,5.0,NDI,NDI,NDI,4602871,ML,3.6,NDI,Southern India,earthquake,isc_3736593,isc,,,,,,,,,
1906276,2001-06-30 20:19:52.169000+00:00,23.3311,70.1975,23.5,ISC,ISC,ISC,4736242,MW,4.3,NDI,Southern India,earthquake,isc_1906276,isc,,,,,,,,,
3159984,2001-07-04 02:15:16.596000+00:00,23.2889,70.4174,20.0,ISC,ISC,ISC,4749895,mb,4.12,ISC,Southern India,earthquake,isc_3159984,isc,,,,,,,,,
3871641,2001-07-06 22:47:04.600000+00:00,23.355,70.402,5.0,NDI,NDI,NDI,4693006,ML,2.9,NDI,Southern India,earthquake,isc_3871641,isc,,,,,,,,,
3871645,2001-07-07 03:00:35.100000+00:00,23.362,70.355,6.4,NDI,NDI,NDI,4693008,ML,2.4,NDI,Southern India,earthquake,isc_3871645,isc,,,,,,,,,
3871651,2001-07-07 16:11:38.300000+00:00,23.5,70.023,10.3,NDI,NDI,NDI,4693013,ML,3.2,NDI,Southern India,earthquake,isc_3871651,isc,,,,,,,,,
3871654,2001-07-08 02:05:15.200000+00:00,23.081,70.201,2.0,NDI,NDI,NDI,4693016,ML,3.1,NDI,Southern India,earthquake,isc_3871654,isc,,,,,,,,,
3871659,2001-07-08 11:44:48+00:00,23.208,70.321,2.0,NDI,NDI,NDI,4693020,ML,3.0,NDI,Southern India,earthquake,isc_3871659,isc,,,,,,,,,
3871665,2001-07-09 07:55:10.100000+00:00,23.37,70.334,14.0,NDI,NDI,NDI,4693024,ML,3.6,NDI,Southern India,earthquake,isc_3871665,isc,,,,,,,,,
3871677,2001-07-11 04:05:17+00:00,23.445,70.453,5.0,NDI,NDI,NDI,4693035,ML,3.4,NDI,Southern India,earthquake,isc_3871677,isc,,,,,,,,,
3871680,2001-07-11 19:20:05.600000+00:00,23.472,70.354,5.0,NDI,NDI,NDI,4693038,ML,2.8,NDI,Southern India,earthquake,isc_3871680,isc,,,,,,,,,
3325427,2001-07-11 22:37:32.437000+00:00,23.6993,70.5165,15.0,ISC,ISC,ISC,4750578,mb,3.9,ISC,Southern India,earthquake,isc_3325427,isc,,,,,,,,,
3325436,2001-07-12 02:03:27.277000+00:00,23.5743,69.9751,15.0,ISC,ISC,ISC,4750588,mb,3.85,ISC,Southern India,earthquake,isc_3325436,isc,,,,,,,,,
3871687,2001-07-13 00:51:11.200000+00:00,23.307,70.328,15.0,NDI,NDI,NDI,4693047,ML,3.3,NDI,Southern India,earthquake,isc_3871687,isc,,,,,,,,,
3871700,2001-07-14 11:52:29.800000+00:00,23.965,70.122,20.0,NDI,NDI,NDI,4693056,ML,2.8,NDI,Southern India,earthquake,isc_3871700,isc,,,,,,,,,
3871702,2001-07-14 12:56:09.400000+00:00,23.559,70.312,5.0,NDI,NDI,NDI,4693057,ML,3.0,NDI,Southern India,earthquake,isc_3871702,isc,,,,,,,,,
